SK_TOURNEY,TOURNEY_ID,TOURNEY_NAME,TOURNEY_LEVEL,TOURNEY_DRAW_SIZE,TOURNEY_SURFACE,TOURNEY_IS_INDOOR,TOURNEY_STATUS,TOURNEY_START_DATE,REF_YEAR
118,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
119,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
120,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
121,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
122,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
123,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
124,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
125,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
126,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
127,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
128,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
129,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
130,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
131,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
132,1968-2058,New York 1,Outro,32,Carpet,Sim,Finished,1968-01-25,1968
133,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
134,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
135,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
136,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
137,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
138,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
139,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
140,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
141,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
142,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
143,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
144,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
145,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
146,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
147,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
148,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
149,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
150,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
151,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
152,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
153,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
154,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
155,1968-2066,Macon,Outro,32,Hard,-,Finished,1968-01-20,1968
156,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
157,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
158,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
159,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
160,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
161,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
162,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
163,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
164,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
165,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
166,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
167,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
168,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
169,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
170,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
171,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
172,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
173,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
174,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
175,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
176,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
177,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
178,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
179,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
180,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
181,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
182,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
183,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
184,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
185,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
186,1968-243,Perth,Outro,-1,-,-,Finished,1968-01-01,1968
187,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
188,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
189,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
190,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
191,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
192,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
193,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
194,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
195,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
196,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
197,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
198,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
199,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
200,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
201,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
202,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
203,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
204,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
205,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
206,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
207,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
208,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
209,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
210,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
211,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
212,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
213,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
214,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
215,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
216,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
217,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
218,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
219,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
220,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
221,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
222,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
223,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
224,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
225,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
226,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
227,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
228,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
229,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
230,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
231,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
232,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
233,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
234,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
235,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
236,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
237,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
238,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
239,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
240,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
241,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
242,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
243,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
244,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
245,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
246,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
247,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
248,1968-260,Durban 1,Outro,64,Hard,-,Finished,1968-01-14,1968
249,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
250,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
251,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
252,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
253,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
254,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
255,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
256,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
257,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
258,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
259,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
260,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
261,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
262,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
263,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
264,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
265,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
266,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
267,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
268,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
269,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
270,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
271,1968-301,Auckland,Outro,32,Grass,-,Finished,1968-01-31,1968
272,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
273,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
274,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
275,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
276,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
277,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
278,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
279,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
280,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
281,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
282,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
283,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
284,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
285,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
286,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
287,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
288,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
289,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
290,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
291,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
292,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
293,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
294,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
295,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
296,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
297,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
298,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
299,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
300,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
301,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
302,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
303,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
304,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
305,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
306,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
307,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
308,1968-303,Buenos Aires,Outro,16,Clay,-,Finished,1968-01-11,1968
309,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
310,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
311,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
312,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
313,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
314,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
315,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
316,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
317,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
318,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
319,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
320,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
321,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
322,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
323,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
324,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
325,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
326,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
327,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
328,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
329,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
330,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
331,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
332,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
333,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
334,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
335,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
336,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
337,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
338,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
339,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
340,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
341,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
342,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
343,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
344,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
345,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
346,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
347,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
348,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
349,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
350,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
351,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
352,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
353,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
354,1968-308,Munich,Outro,64,Clay,-,Finished,1968-01-31,1968
